abu,ash,dust,cinder,,,,,,,
adopsi,adoption,,,,,,,,,
aduh,ouch,,,,,,,,,
aktif,active,lively,dynamic,,,,,,,
aku,me,I,,,,,,,,
alam,nature,,,,,,,,,
alasan,reason,rationale,excuse,cause,ground,argument,motive,,,
aman,safe,secure,,,,,,,,
amat,very,so,most,greatly,well,extremely,tremendous,enormous,super,
ambil,take,,,,,,,,,
ancam,threaten,intimidate,,,,,,,,
ancaman,threat,menace,,,,,,,,
aneh,strange,unusual,odd,weird,bizarre,peculiar,eccentric,abnormal,,
anehnya,strangely,unusually,oddly,weirdly,bizarrely,peculiarly,eccentricly,abnormally,,
anggun,elegant,graceful,,,,,,,,
anti,anti,,,,,,,,,
antisipasi,anticipation,,,,,,,,,
api,fire,flame,blaze,light,,,,,,
apresiasi,appreciation,,,,,,,,,
asing,foreign,alien,strange,,,,,,,
asyik,fun,,,,,,,,,
badass,badass,,,,,,,,,
bagi,for,to,divide,,,,,,,
bagus,good,beautiful,fine,nice,,,,,,
bahagia,happy,content,,,,,,,,
bahaya,danger,hazard,,,,,,,,
baik,good,well,nice,kind,,,,,,
ban,tire,belt,,,,,,,,
bangga,proud,,,,,,,,,
bantu,help,assist,,,,,,,,
batal,cancell,null,invalid,,,,,,,
batas,limit,boundary,border,,,,,,,
bebas,free,independent,,,,,,,,
beberapa,some,several,couple,few,,,,,,
bela,defend,,,,,,,,,
belakang,back,rear,behind,,,,,,,
benar,correct,right,accurate,true,valid,,,,,
bencana,disaster,,,,,,,,,
benci,hate,dislike,,,,,,,,
berani,brave,bold,,,,,,,,
berarti,meaningful,,,,,,,,,
berat,heavy,severe,serious,difficult,,,,,,
berbahaya,dangerous,harmful,hazardous,,,,,,,
berdarah,bloody,,,,,,,,,
berdoa,pray,,,,,,,,,
berduka,mourn,sorrow,,,,,,,,
berguna,useful,handy,helpful,,,,,,,
berhak,entitled,rightful,,,,,,,,
berharap,hope,expect,,,,,,,,
beri,give,,,,,,,,,
berkomitmen,committed,,,,,,,,,
berlebihan,excessive,obsessive,,,,,,,,
bermanfaat,useful,benefecial,,,,,,,,
bersaing,competitive,,,,,,,,,
bersama,together,,,,,,,,,
bersedih,sad,grieve,,,,,,,,
bersembunyi,hide,,,,,,,,,
bersorak,cheer,shout,,,,,,,,
besar,big,great,huge,large,bulky,,,,,
biadab,savage,barbaric,inhuman,,,,,,,
biaya,cost,fee,charge,expense,,,,,,
bingung,confuse,,,,,,,,,
bodoh,stupid,foolish,dumb,silly,idiot,,,,,
bohong,lie,,,,,,,,,
bom,bomb,,,,,,,,,
buka,open,,,,,,,,,
bunga,flower,,,,,,,,,
bungkam,quiet,silent,,,,,,,,
bunuh,kill,,,,,,,,,
bunuh diri,suicide,,,,,,,,,
buruk,bad ,poor,,,,,,,,
buta,blind,,,,,,,,,
cantik,beautiful,pretty,lovely,,,,,,,
capai,tired,achieved,,,,,,,,
cari,search,look for,seek,explore,,,,,,
cedera,injured,,,,,,,,,
cegah,prevent,,,,,,,,,
cemas,worried,anxious,,,,,,,,
cepat,fast,quick,rapid,hurry,speedy,,,,,
cerdas,smart,intelligent,sharp,clever,bright,,,,,
cinta,love,,,,,,,,,
cium,kiss,smell,,,,,,,,
cocok,match,suitable,right,correct,,,,,,
copet,pickpocket,,,,,,,,,
damai,peace,peaceful,,,,,,,,
dapat,get,obtain,acquire,receive,have,,,,,
daya,power,energy,strength,,,,,,,
diabaikan,ignored,,,,,,,,,
diam,quiet,silent,idle,,,,,,,
diancam,threatened,,,,,,,,,
dibersihkan,cleaned,,,,,,,,,
dicuri,stolen,,,,,,,,,
dihukum,punished,,,,,,,,,
dikalahkan,defeated,,,,,,,,,
dipercaya,trusted,,,,,,,,,
dipermalukan,humiliated,,,,,,,,,
dipertanyakan,questioned,,,,,,,,,
diprovokasi,provocated,,,,,,,,,
disebut-sebut,mentioned,,,,,,,,,
ditakuti,scared,,,,,,,,,
ditangkap,arrested,,,,,,,,,
diteror,terrorized,,,,,,,,,
ditinggalkan,abandoned,,,,,,,,,
ditingkatkan,increased,improved,,,,,,,,
dituduh,accused,,,,,,,,,
ditunda,postponed,,,,,,,,,
doa,prayer,,,,,,,,,
doktrin,doctrine,,,,,,,,,
duka,sorrow,,,,,,,,,
dukung,support,,,,,,,,,
dukungan,support,encouragement,endrorsement,,,,,,,
efektif,effective,,,,,,,,,
eksklusif,exclusive,,,,,,,,,
empati,empathy,,,,,,,,,
fitnah,slander,defamation,libel,,,,,,,
fokus,focus,,,,,,,,,
gagah,strong,heroic,,,,,,,,
gagal,failed,unsuccesful,,,,,,,,
gampang,easy,simple,,,,,,,,
ganggu,disturb,bother,,,,,,,,
gaya,style,,,,,,,,,
gelap,dark,,,,,,,,,
gentar,fear,afraid,,,,,,,,
gertak,intimidate,bully,,,,,,,,
gila,crazy,mad,insane,,,,,,,
guncang,shake,,,,,,,,,
guncangan,shock,,,,,,,,,
ha,ha!,,,,,,,,,
habis,finish,done,,,,,,,,
hal,matter,thing,subject,case,,,,,,
hancur,broken,destroyed,,,,,,,,
hantu,ghost,devil,monster,,,,,,,
harapan,hope,expectation,,,,,,,,
harga,price,cost,value,,,,,,,
harta,wealth,treasure,property,,,,,,,
hasil,result,outcome,output,product,,,,,,
hati,heart,liver,,,,,,,,
hati-hati,careful,cautious,,,,,,,,
hebat,excellent,spectacular,great,impressive,superb,fabulous,wonderful,terrific,,
heboh,excited,,,,,,,,,
heroik,heroic,,,,,,,,,
hidup,live,life,,,,,,,,
hilang,disappear,lost,go away,vanish,,,,,,
hukum,law,,,,,,,,,
ikut,follow,participate,take after,join,,,,,,
ilham,inspiration,insight,,,,,,,,
iman,faith,believe,,,,,,,,
indah,beautiful,lovely,attractive,,,,,,,
ingat,remember,,,,,,,,,
ingin,want,wish,,,,,,,,
interogasi,interrogation,,,,,,,,,
isi,stuffing,filling,,,,,,,,
istimewa,special,extraordinary,remarkable,exceptional,excellent,distinctive,particular,,,
jahat,wicked,evil,bad,malicious,mean,,,,,
jamin,guarantee,,,,,,,,,
jatuh,fall,drop,,,,,,,,
jawab,answer,reply,respond,,,,,,,
jaya,successful,victorius,glorious,,,,,,,
jelas,clear,obvious,,,,,,,,
jelek,ugly,bad,poor,lousy,disreputable,nasty,awful,,,
jenis,type,kind,,,,,,,,
jual,sell,,,,,,,,,
kalah,lose,lost,defeated,,,,,,,
kalimat,sentence,,,,,,,,,
kapal,ship,boat,vessel,,,,,,,
karya,creation,work,,,,,,,,
kasihan,pity,,,,,,,,,
kaya,rich,wealthy,,,,,,,,
keadilan,justice,fairness,equity,,,,,,,
keamanan,safety,peace,,,,,,,,
kebaikan,goodness,kind,good,kindness,,,,,,
kebencian,hatred,hate,resentment,,,,,,,
keberanian,bravery,courage,,,,,,,,
kebetulan,coincidence,by chance,,,,,,,,
kecewa,disappointed,frustated,,,,,,,,
kehancuran,destruction,,,,,,,,,
kehilangan,loss,miss,,,,,,,,
kejahatan,crime,evil,,,,,,,,
kejam,cruel,ruthless,vicious,brutal,harsh,abusive,,,,
keji,vile,mean,nasty,vicious,,,,,,
kekayaan,richess,wealthy,fortune,,,,,,,
kekerasan,violence,hardness,harshness,,,,,,,
kekuatan,strength,force,energy,power,,,,,,
kelaparan,hunger,starvation,,,,,,,,
keluar,out,exit,go out,come out,,,,,,
kematian,death,mortality,fatality,,,,,,,
kembali,back,return,comeback,,,,,,,
kena,catch,get,,,,,,,,
kenal,know,,,,,,,,,
kenyamanan,comfort,convenience,,,,,,,,
kepentingan,importance,interest,,,,,,,,
keras,hard,loud,harsh,,,,,,,
keren,cool,impressive,,,,,,,,
kerugian,disadvantage,loss,deprivation,,,,,,,
kerusakan,damage,,,,,,,,,
kesalahan,error,guilt,fault,,,,,,,
kesan,impression,image,,,,,,,,
kesempatan,chance,opportunity,,,,,,,,
kesepian,lonely,lonesome,,,,,,,,
kesulitan,difficulty,trouble,,,,,,,,
ketakutan,fear,scare,,,,,,,,
ketat,tight,strict,,,,,,,,
ketegangan,tension,tense,stress,,,,,,,
kompak,compact,,,,,,,,,
konflik,conflict,,,,,,,,,
konspirasi,conspiration,,,,,,,,,
korban,victim,,,,,,,,,
korban jiwa,fatalities,,,,,,,,,
kosong,empty,blank,unoccupied,,,,,,,
kotor,dirty,filthy,gross,unclean,,,,,,
kuat,strong,robust,sturdy,solid,firm,intense,,,,
kurang,lacking,deficient,less,,,,,,,
kutuk,curse,condemn,,,,,,,,
kutukan,curse,condemnation,,,,,,,,
langgar,break,violate,,,,,,,,
larang,prohibit,forbid,ban,disallow,,,,,,
larangan,prohibition,,,,,,,,,
lawan,opponoent,competitor,opposite,contra,,,,,,
layak,decent,worthy,qualified,sensible,,,,,,
lebih,more,,,,,,,,,
lebih baik,better,preferable,,,,,,,,
lembut,soft,tender,delicate,gentle,,,,,,
lengkap,complete,full,comprehensive,thorough,,,,,,
lenyap,disappear,extinct,vanish,,,,,,,
lewat,late,through,passing,pass,,,,,,
lihat,look,see,watch,,,,,,,
lmao,lmao,,,,,,,,,
luar biasa,remarkably,exceptional,extraordinary,incredible,,,,,,
lucu,funny,cute,amusing,humorous,,,,,,
luka,wound,injury,wounded,,,,,,,
lupa,forget,,,,,,,,,
maaf,pardon,forgive,,,,,,,,
mahal,expensive,high,costly,,,,,,,
mampu,able,afford,capable,,,,,,,
marah,angry,mad,,,,,,,,
masalah,problem,,,,,,,,,
mati,dead,die,,,,,,,,
mayat,corpse,body,cadaver,remains,,,,,,
melakukan,do,run,execute,proceed,,,,,,
melanggar,violate,disobey,break,,,,,,,
melemahkan,weaken,,,,,,,,,
melindungi,protect,cover,preserve,,,,,,,
melumpuhkan,disable,paralyze,demolish,,,,,,,
memastikan,ensure,make sure,confirm,assure,set,settle,,,,
membahayakan,endanger,harm,,,,,,,,
membantu,help,assist,support,,,,,,,
membatalkan,cancel,void,annul,,,,,,,
membenci,hate,dislike,,,,,,,,
membuka,open,disclose,,,,,,,,
membunuh,kill,execute,murder,assassinate,slay,,,,,
memerangi,fight against,fight,combat,,,,,,,
mempertanyakan,question,,,,,,,,,
memuji,praise,commend,compliment,,,,,,,
menahan,hold,withstand,hold on,resist,keep,endure,,,,
menanti,wait,waiting,,,,,,,,
menarik,interesting,attractive,appealing,enticing,,,,,,
mencurigakan,suspicious,fishy,dubious,,,,,,,
mendapatkan,getting,get,,,,,,,,
menderita,suffer,endure,,,,,,,,
mendoktrin,indoctrinate,,,,,,,,,
mendorong,pushing,push,,,,,,,,
mendukung,supporting,support,,,,,,,,
mendung,cloudy,,,,,,,,,
menembak,shooting,,,,,,,,,
menerima,accepting,accept,,,,,,,,
mengakui,confess,admit,recognize,acknowledge,,,,,,
mengamankan,secure,preserve,,,,,,,,
mengeluarkan,issue,present,release,eject,spend,,,,,
mengembalikan,return,restore,bring back,give back,,,,,,
mengerikan,horrible,terrible,awful,,,,,,,
menghancurkan,destroy,crush,smash,,,,,,,
menghargai,appreciate,value,respect,,,,,,,
menghindari,avoid,evade,,,,,,,,
mengusir,drive away,evict,,,,,,,,
mengutuk,curse,condemn,decry,,,,,,,
meninggal,pass away,die,decease,,,,,,,
meningkatkan,increase,upgrade,enhance,escalate,,,,,,
menolak,refuse,reject,decline,,,,,,,
menunggu,wait,waiting,await,,,,,,,
menurunkan,lower,reduce,drop,decrease,,,,,,
menyadari,realize,,,,,,,,,
menyalahkan,blame,fault,condemn,,,,,,,
menyambut,welcome,,,,,,,,,
menyebabkan,cause,,,,,,,,,
menyerang,attack,strike,assault,,,,,,,
menyeret,drag,haul,tow,,,,,,,
menyesatkan,misleading,mislead,,,,,,,,
menyita,confiscate,seize,,,,,,,,
meragukan,doubt,dubious,,,,,,,,
meruntuhkan,demolish,tear down,,,,,,,,
minta,ask,request,,,,,,,,
minta maaf,apologize,,,,,,,,,
miskin,poor,needy,,,,,,,,
moga,hope,,,,,,,,,
muda,young,early,pale,,,,,,,
mudah,easy,simple,convenient,,,,,,,
muka,face,surface,front,advance,,,,,,
mulia,noble,glorious,precious,,,,,,,
mundur,back off,set back,go back,,,,,,,
murah,inexpensive,cheap,,,,,,,,
murka,angry,wrath,,,,,,,,
musuh,enemy,foe,opponent,,,,,,,
nanti,later,future,afterward,,,,,,,
nekat,reckless,desperate,,,,,,,,
neraka,hell,inferno,blaze,,,,,,,
ngeri,eerie,fearful,horrible,terrible,,,,,,
ngerti,understand,,,,,,,,,
nilai,score,value,,,,,,,,
oke,okay,good,,,,,,,,
oleh,by,,,,,,,,,
orang bodoh,idiot,stupid people,,,,,,,,
pada,on,in,at,,,,,,,
padat,crowded,dense,solid,congested,compact,populous,,,,
pahlawan,hero,heroes,patriot,,,,,,,
palsu,fake,false,artificial,,,,,,,
panas,hot,thermal,,,,,,,,
panik,panic,scare,frigthened,,,,,,,
panjang,long,lengthy,,,,,,,,
pantat,butt,buttock,ass,rump,,,,,,
parodi,parody,travesty,,,,,,,,
pasti,sure,certain,undoubtly,definite,doubtless,,,,,
pecah,broken,break,,,,,,,,
peduli,care,pay attention,,,,,,,,
pelaku,performer,doer,perpretator,,,,,,,
pelaku kejahatan,perpretator,,,,,,,,,
pembela,defender,advocate,,,,,,,,
pemberani,fearless,,,,,,,,,
pemberontakan,rebelion,revolution,uprising,revolt,,,,,,
penangkapan,arrest,capture,catching,,,,,,,
pendukung,supporter,,,,,,,,,
penembakan,shooting,,,,,,,,,
pengecut,coward,chicken,,,,,,,,
pengunjung,visitor,,,,,,,,,
penjara,prison,jail,,,,,,,,
penting,important,essential,vital,critical,,,,,,
penuh,full,whole,,,,,,,,
penularan,transimission,infection,spreading,,,,,,,
penyelamat,saver,rescuer,,,,,,,,
penyelidikan,investigation,inquiry,,,,,,,,
perampok,robber,bandit,mugger,,,,,,,
perang,war,,,,,,,,,
perasaan,feeling,,,,,,,,,
percaya,believe,trust,,,,,,,,
perdamaian,peace,,,,,,,,,
peringatan,alert,warning,,,,,,,,
perjuangan,struggle,fight,battle,,,,,,,
pertanyaan,question,questions,,,,,,,,
pertempuran,battle,war,,,,,,,,
pikir,think,thought,,,,,,,,
pintar,clever,smart,brilliant,,,,,,,
populer,popular,famous,,,,,,,,
positif,positive,,,,,,,,,
potong,cut,,,,,,,,,
puja,praise,,,,,,,,,
puji,praise,,,,,,,,,
pukul,hit,beat,spank,o'clock,,,,,,
pulih,recover,,,,,,,,,
pura,temple,shrine,,,,,,,,
pusing,headache,dizzy,giddy,faint,,,,,,
racun,toxic,poison,,,,,,,,
rahmat,mercy,grace,blessing,,,,,,,
rampas,snatch,take over,grab,,,,,,,
ras,race,,,,,,,,,
raya,celebration,festivity,,,,,,,,
rela,willing,ready,,,,,,,,
rindu,miss,homesick,,,,,,,,
runtuh,collapse,fall,fall apart,,,,,,,
sadar,conscious,aware,,,,,,,,
saham,stock,share,,,,,,,,
sakit,ill,sick,sore,,,,,,,
salah,false,fault,wrong,incorrect,,,,,,
salam,regards,greeting,salutation,,,,,,,
salut,salute,,,,,,,,,
sama,same,similar,equal,alike,common,identical,,,,
samping,side,,,,,,,,,
sangat,very,extremely,highly,really,,,,,,
santai,relaxed,,,,,,,,,
sapa,greet,,,,,,,,,
saran,suggestion,recommendation,,,,,,,,
sayang,dear,darling,beloved,love,,,,,,
sebab,cause,reason,ground,,,,,,,
sebut,mention,say,refer,cite,,,,,,
sedih,sad,misserable,sorrowful,,,,,,,
segan,disinclined,shy,unwilling,timid,,,,,,
selamat,safe,happy,,,,,,,,
selesai,finished,completed,,,,,,,,
semangat,spirit,passion,,,,,,,,
sembunyi,hide,secret,hide out,,,,,,,
semoga,hopefully,,,,,,,,,
sempat,had time,,,,,,,,,
senang,happy,pleased,glad,,,,,,,
sendiri,alone,own,self,,,,,,,
senjata,weapon,arms,gun,,,,,,,
senyum,smile,,,,,,,,,
seperti,like,alike,similar,,,,,,,
sepi,quiet,silent,,,,,,,,
seragam,uniform,homogenous,,,,,,,,
seram,spooky,sinister,eerie,,,,,,,
serang,attack,offense,,,,,,,,
serangan,attack,,,,,,,,,
serikat,union,,,,,,,,,
siap,ready,,,,,,,,,
sigap,spry,,,,,,,,,
silahkan,please,,,,,,,,,
simpati,sympathy,,,,,,,,,
simpatik,sympathetic,,,,,,,,,
solidaritas,solidarity,,,,,,,,,
sopan,polite,decent,,,,,,,,
stres,stress,,,,,,,,,
striker,striker,,,,,,,,,
suap,bribe,,,,,,,,,
suka,like,,,,,,,,,
sulit,difficult,hard,,,,,,,,
super,super,,,,,,,,,
surga,heaven,,,,,,,,,
susah,difficult,hard,,,,,,,,
tabah,steadfast,resilient,tough,,,,,,,
tabrak,hit,,,,,,,,,
tahan,hold,stand,bear,tolerate,,,,,,
tahanan,prisoner,,,,,,,,,
tak kalah,win,,,,,,,,,
takut,scared,afraid,,,,,,,,
tanggung jawab,responsibility,,,,,,,,,
tangis,cry,,,,,,,,,
tangkap,catch,,,,,,,,,
tantangan,challenge,,,,,,,,,
tanya,ask,question,,,,,,,,
tegang,tense,strained,,,,,,,,
tegas,rigid,strict,decisive,,,,,,,
tembak,shoot,,,,,,,,,
tempur,combat,,,,,,,,,
tenang,calm,quiet,cool,,,,,,,
tenggelam,sink,drowned,,,,,,,,
tentang,about,,,,,,,,,
tentu,sure,definite,certain,,,,,,,
teramat,really,very,,,,,,,,
terbesar,biggest,largest,,,,,,,,
terbunuh,killed,,,,,,,,,
terganggu,distracted,interrupted,,,,,,,,
tergantung,depend,,,,,,,,,
teriak,scream,yell,,,,,,,,
teriakan,scream,yell,,,,,,,,
terima,receive,get,obtain,,,,,,,
terima kasih,thank you,,,,,,,,,
terimakasih,thank you,,,,,,,,,
terkejut,shock,surprise,,,,,,,,
terkena,caught,struck,,,,,,,,
terluka,injured,,,,,,,,,
teror,terror,,,,,,,,,
terpengaruh,influenced,,,,,,,,,
tersangka,suspect,,,,,,,,,
tersinggung,offended,hurt,,,,,,,,
tertarik,interested,,,,,,,,,
tertentu,certain,,,,,,,,,
tertinggal,left,,,,,,,,,
tidak,no,,,,,,,,,
tidak aman,unsafe,,,,,,,,,
tinggal,stay,,,,,,,,,
tingkat,level,step,tier,,,,,,,
tragedi,tragedy,,,,,,,,,
trauma,trauma,,,,,,,,,
tubuh,body,,,,,,,,,
tuduhan,allegation,charge,accusation,,,,,,,
tukang jualan,seller,,,,,,,,,
tumpas,destroy,,,,,,,,,
tunda,postpone,,,,,,,,,
tunggu,wait,,,,,,,,,
turun,decrease,go down,,,,,,,,
tutup,close,,,,,,,,,
uang,money,,,,,,,,,
untung,profit,,,,,,,,,
utuh,whole,,,,,,,,,
wajib,mandatory,,,,,,,,,
waspada,alert,,,,,,,,,
wow,wow,,,,,,,,,
ya,yes,,,,,,,,,
yakin,believe,trust,sure,,,,,,,
